"","X","Brewery_ID","Name.x","Beer_ID","ABV","IBU","Style","Ounces","Name.y","City","State"
"542",542,83,"Slow Ride",2475,0.045,40,"American IPA",12,"New Belgium Brewing Company","Fort Collins"," CO"
"543",543,83,"Ranger IPA",2230,0.065,70,"American IPA",12,"New Belgium Brewing Company","Fort Collins"," CO"
"544",544,83,"Shift",1987,0.05,29,"American Pale Lager",12,"New Belgium Brewing Company","Fort Collins"," CO"
"545",545,83,"1554 Black Lager",1978,0.056,21,"Euro Dark Lager",12,"New Belgium Brewing Company","Fort Collins"," CO"
"546",546,83,"Blue Paddle",1975,0.048,NA,"Czech Pilsener",12,"New Belgium Brewing Company","Fort Collins"," CO"
"547",547,83,"California Route",1737,0.055,NA,"American Amber / Red Lager",12,"New Belgium Brewing Company","Fort Collins"," CO"
"548",548,83,"Snapshot",1707,0.052,NA,"American Pale Wheat Ale",16,"New Belgium Brewing Company","Fort Collins"," CO"
"549",549,83,"Sunshine Wheat Beer",1690,0.048,NA,"American Pale Wheat Ale",12,"New Belgium Brewing Company","Fort Collins"," CO"
"550",550,83,"Fat Tire Amber Ale",1586,0.052,18,"American Amber / Red Ale",12,"New Belgium Brewing Company","Fort Collins"," CO"
"551",551,83,"Shift (1)",952,0.05,29,"American Pale Lager",12,"New Belgium Brewing Company","Fort Collins"," CO"
"552",552,83,"Fat Tire Amber Ale (2011)",748,0.052,18,"American Amber / Red Ale",12,"New Belgium Brewing Company","Fort Collins"," CO"
"553",553,83,"Shift",578,0.05,29,"American Pale Lager",16,"New Belgium Brewing Company","Fort Collins"," CO"
"554",554,83,"Ranger IPA",564,0.065,70,"American IPA",16,"New Belgium Brewing Company","Fort Collins"," CO"
"555",555,83,"Fat Tire Amber Ale",563,0.052,18,"American Amber / Red Ale",16,"New Belgium Brewing Company","Fort Collins"," CO"
"556",556,83,"Ranger IPA (Current)",115,0.065,70,"American IPA",12,"New Belgium Brewing Company","Fort Collins"," CO"
"557",557,83,"Sunshine Wheat Beer (2009)",72,0.048,NA,"American Pale Wheat Ale",12,"New Belgium Brewing Company","Fort Collins"," CO"
"558",558,83,"Fat Tire Amber Ale (2008)",71,0.052,18,"American Amber / Red Ale",12,"New Belgium Brewing Company","Fort Collins"," CO"
"559",559,84,"Nooner",2474,0.052,NA,"German Pilsener",12,"Sierra Nevada Brewing Company","Chico"," CA"
"560",560,84,"Torpedo",2239,0.072,65,"American IPA",12,"Sierra Nevada Brewing Company","Chico"," CA"
"561",561,84,"Yonder Bock",1919,0.06,NA,"Maibock / Helles Bock",12,"Sierra Nevada Brewing Company","Chico"," CA"
"562",562,84,"CANfusion Rye Bock",1918,0.06,NA,"Rye Beer",12,"Sierra Nevada Brewing Company","Chico"," CA"
"563",563,84,"Sierra Nevada Pale Ale",1905,0.056,37,"American Pale Ale (APA)",16,"Sierra Nevada Brewing Company","Chico"," CA"
"564",564,84,"Old Chico Crystal Wheat",1338,0.048,26,"American Pale Wheat Ale",12,"Sierra Nevada Brewing Company","Chico"," CA"
"565",565,84,"Summerfest",1295,0.05,28,"Czech Pilsener",12,"Sierra Nevada Brewing Company","Chico"," CA"
"566",566,84,"Torpedo",426,0.072,65,"American IPA",16,"Sierra Nevada Brewing Company","Chico"," CA"
"567",567,84,"Sierra Nevada Pale Ale",400,0.056,37,"American Pale Ale (APA)",12,"Sierra Nevada Brewing Company","Chico"," CA"
"568",568,85,"U. P. Witbier",2472,NA,NA,"Witbier",12,"Keweenaw Brewing Company","Houghton"," MI"
"569",569,85,"November Gale Pale Ale",779,NA,NA,"American Pale Ale (APA)",12,"Keweenaw Brewing Company","Houghton"," MI"
"570",570,85,"Olde Ore Dock Scottish Ale",364,NA,NA,"Scottish Ale",12,"Keweenaw Brewing Company","Houghton"," MI"
"571",571,85,"Widow Maker Black Ale",60,NA,NA,"American Brown Ale",12,"Keweenaw Brewing Company","Houghton"," MI"
"572",572,85,"Lift Bridge Brown Ale",59,NA,NA,"American Brown Ale",12,"Keweenaw Brewing Company","Houghton"," MI"
"573",573,85,"Pick Axe Blonde Ale",58,NA,NA,"American Blonde Ale",12,"Keweenaw Brewing Company","Houghton"," MI"
"574",574,85,"Red Jacket Amber Ale",57,NA,NA,"American Amber / Red Ale",12,"Keweenaw Brewing Company","Houghton"," MI"
"575",575,86,"Manitou Amber",2468,0.053,NA,"American Amber / Red Ale",16,"Brewery Terra Firma","Traverse City"," MI"
"576",576,87,"Autumn Winds Fest Beer",2461,0.058,NA,"Märzen / Oktoberfest",16,"Grey Sail Brewing Company","Westerly"," RI"
"577",577,87,"Captain's Daughter",2044,0.085,69,"American Double / Imperial IPA",12,"Grey Sail Brewing Company","Westerly"," RI"
"578",578,88,"India Pale Ale",2460,0.063,65,"American IPA",16,"Kirkwood Station Brewing Company","Kirkwood"," MO"
"579",579,88,"Blackberry Wheat",2459,0.048,11,"American Pale Wheat Ale",16,"Kirkwood Station Brewing Company","Kirkwood"," MO"
"580",580,89,"312 Urban Pale Ale",2457,0.054,30,"American Pale Ale (APA)",16,"Goose Island Brewing Company","Chicago"," IL"
"581",581,89,"312 Urban Pale Ale",2202,0.054,30,"American Pale Ale (APA)",12,"Goose Island Brewing Company","Chicago"," IL"
"582",582,89,"312 Urban Wheat Ale",2201,0.042,18,"American Pale Wheat Ale",16,"Goose Island Brewing Company","Chicago"," IL"
"583",583,89,"312 Urban Wheat Ale",1829,0.042,18,"American Pale Wheat Ale",12,"Goose Island Brewing Company","Chicago"," IL"
"584",584,89,"312 Urban Wheat Ale (2012)",581,0.042,20,"American Pale Wheat Ale",12,"Goose Island Brewing Company","Chicago"," IL"
"585",585,90,"Broad Brook Ale",2456,0.061,NA,"American Amber / Red Ale",16,"Broad Brook Brewing LLC","East Windsor"," CT"
"586",586,91,"Lionshead",2455,0.045,NA,"American Pilsner",12,"The Lion Brewery","Wilkes-Barre"," PA"
"587",587,92,"Galaxy High",2454,0.099,NA,"American Double / Imperial IPA",12,"Madtree Brewing Company","Cincinnati"," OH"
"588",588,92,"Sol Drifter",2209,0.043,18,"American Blonde Ale",12,"Madtree Brewing Company","Cincinnati"," OH"
"589",589,92,"Thunder Snow",2133,0.085,NA,"Winter Warmer",12,"Madtree Brewing Company","Cincinnati"," OH"
"590",590,92,"The Great Pumpcan",1994,0.079,18,"Fruit / Vegetable Beer",16,"Madtree Brewing Company","Cincinnati"," OH"
"591",591,92,"LIFT",1816,0.047,11,"Kölsch",12,"Madtree Brewing Company","Cincinnati"," OH"
"592",592,92,"SPRYE",1815,0.05,40,"American Pale Ale (APA)",12,"Madtree Brewing Company","Cincinnati"," OH"
"593",593,92,"Psychopathy",1126,0.069,70,"American IPA",12,"Madtree Brewing Company","Cincinnati"," OH"
"594",594,92,"Gnarly Brown",1125,0.07,32,"American Brown Ale",12,"Madtree Brewing Company","Cincinnati"," OH"
"595",595,92,"Happy Amber",1124,0.06,30,"American Amber / Red Ale",12,"Madtree Brewing Company","Cincinnati"," OH"
"596",596,93,"Razz Wheat",2453,0.055,NA,"Fruit / Vegetable Beer",12,"Jackie O's Pub & Brewery","Athens"," OH"
"597",597,93,"Hop Ryot",2363,0.065,NA,"American IPA",12,"Jackie O's Pub & Brewery","Athens"," OH"
"598",598,93,"Mystic Mama IPA",689,0.07,NA,"American IPA",12,"Jackie O's Pub & Brewery","Athens"," OH"
"599",599,93,"Firefly Amber Ale",688,0.05,NA,"American Amber / Red Ale",12,"Jackie O's Pub & Brewery","Athens"," OH"
"600",600,93,"Chomolungma Honey Nut Brown Ale",687,0.067,NA,"English Brown Ale",12,"Jackie O's Pub & Brewery","Athens"," OH"
"601",601,94,"Hustle",2452,0.057,42,"American Amber / Red Ale",12,"Rhinegeist Brewery","Cincinnati"," OH"
"602",602,94,"Pure Fury",2451,0.055,42,"American Pale Ale (APA)",12,"Rhinegeist Brewery","Cincinnati"," OH"
"603",603,94,"Dad",2132,0.06,60,"American Amber / Red Ale",12,"Rhinegeist Brewery","Cincinnati"," OH"
"604",604,94,"Panther",1993,0.058,35,"American Porter",12,"Rhinegeist Brewery","Cincinnati"," OH"
"605",605,94,"Franz",1992,0.052,21,"Märzen / Oktoberfest",12,"Rhinegeist Brewery","Cincinnati"," OH"
"606",606,94,"Zen",1935,0.043,45,"American Pale Ale (APA)",12,"Rhinegeist Brewery","Cincinnati"," OH"
"607",607,94,"Truth",1852,0.072,75,"American IPA",12,"Rhinegeist Brewery","Cincinnati"," OH"
"608",608,94,"Cougar",1851,0.048,25,"American Blonde Ale",12,"Rhinegeist Brewery","Cincinnati"," OH"
"609",609,95,"Self Starter",2450,0.052,67,"American IPA",16,"Warped Wing Brewing Company","Dayton"," OH"
"610",610,95,"Ermal's",2223,0.054,20,"Cream Ale",16,"Warped Wing Brewing Company","Dayton"," OH"
"611",611,95,"10 Ton",2222,0.07,NA,"Oatmeal Stout",16,"Warped Wing Brewing Company","Dayton"," OH"
"612",612,95,"Flyin' Rye",2221,0.07,NA,"American IPA",16,"Warped Wing Brewing Company","Dayton"," OH"
"613",613,96,"Flying Sailor",2449,0.073,NA,"Rye Beer",12,"Blackrocks Brewery","Marquette"," MA"
"614",614,97,"Peanut Butter Jelly Time",2446,0.058,NA,"American Brown Ale",12,"Catawba Valley Brewing Company","Morganton"," NC"
"615",615,97,"King Coconut",2106,0.054,NA,"American Porter",12,"Catawba Valley Brewing Company","Morganton"," NC"
"616",616,98,"Troegenator",2445,0.082,NA,"Doppelbock",16,"Tröegs Brewing Company","Hershey"," PA"
"617",617,98,"Nugget Nectar",2444,0.075,93,"American Amber / Red Ale",16,"Tröegs Brewing Company","Hershey"," PA"
"618",618,98,"Sunshine Pils",2203,0.045,45,"American Pilsner",12,"Tröegs Brewing Company","Hershey"," PA"
"619",619,98,"Troegenator Doublebock",1510,0.082,25,"Doppelbock",16,"Tröegs Brewing Company","Hershey"," PA"
"620",620,98,"Perpetual IPA",1509,0.075,85,"American IPA",12,"Tröegs Brewing Company","Hershey"," PA"
"621",621,99,"Cortez Gold",2442,0.05,NA,"Belgian Pale Ale",32,"Mission Brewery","San Diego"," CA"
"622",622,99,"Mission IPA",2441,0.068,66,"American IPA",32,"Mission Brewery","San Diego"," CA"
"623",623,99,"El Conquistador Extra Pale Ale",1460,0.048,44,"American Pale Ale (APA)",32,"Mission Brewery","San Diego"," CA"
"624",624,99,"Shipwrecked Double IPA",1459,0.092,75,"American Double / Imperial IPA",32,"Mission Brewery","San Diego"," CA"
"625",625,100,"Bay of Bengal Double IPA (2014)",2440,0.089,126,"American Double / Imperial IPA",12,"Christian Moerlein Brewing Company","Cincinnati"," OH"
"626",626,101,"Christmas Ale",2439,0.09,NA,"Herbed / Spiced Beer",12,"West Sixth Brewing","Lexington"," KY"
"627",627,101,"Pay It Forward Cocoa Porter",2356,0.07,NA,"American Porter",12,"West Sixth Brewing","Lexington"," KY"
"628",628,101,"West Sixth Amber Ale",1069,0.055,NA,"American Amber / Red Ale",12,"West Sixth Brewing","Lexington"," KY"
"629",629,101,"West Sixth IPA",652,NA,NA,"American IPA",12,"West Sixth Brewing","Lexington"," KY"
"630",630,102,"Rhode Island Blueberry",2438,0.046,11,"Kölsch",12,"Coastal Extreme Brewing Company","Newport"," RI"
"631",631,102,"Newport Storm IPA",2437,0.065,75,"American IPA",12,"Coastal Extreme Brewing Company","Newport"," RI"
"632",632,102,"Hurricane Amber Ale (2004)",751,0.052,24,"American Amber / Red Ale",12,"Coastal Extreme Brewing Company","Newport"," RI"
"633",633,102,"Hurricane Amber Ale",120,0.052,24,"American Amber / Red Ale",12,"Coastal Extreme Brewing Company","Newport"," RI"
"634",634,103,"Amber Ale",2436,0.051,NA,"American Amber / Red Ale",12,"King Street Brewing Company","Anchorage"," AK"
"635",635,103,"King Street Pilsner",1706,0.055,NA,"Czech Pilsener",12,"King Street Brewing Company","Anchorage"," AK"
"636",636,103,"King Street IPA",1667,0.06,70,"American IPA",12,"King Street Brewing Company","Anchorage"," AK"
"637",637,103,"King Street Hefeweizen",1666,0.057,10,"Hefeweizen",12,"King Street Brewing Company","Anchorage"," AK"
"638",638,103,"King Street Blonde Ale",1665,0.049,NA,"American Blonde Ale",12,"King Street Brewing Company","Anchorage"," AK"
"639",639,104,"Watermelon Ale",2435,0.05,10,"Fruit / Vegetable Beer",12,"Beer Works Brewery","Lowell"," MA"
"640",640,104,"Fenway American Pale Ale",2423,0.058,45,"American Pale Ale (APA)",12,"Beer Works Brewery","Lowell"," MA"
"641",641,104,"Back Bay IPA",2420,0.068,85,"American IPA",12,"Beer Works Brewery","Lowell"," MA"
"642",642,104,"Bunker Hill Blueberry Ale ",2419,0.048,16,"Other",12,"Beer Works Brewery","Lowell"," MA"
"643",643,105,"Peach Pale Ale",2434,0.057,40,"American Pale Ale (APA)",12,"Lone Tree Brewing Company","Lone Tree"," CO"
"644",644,106,"Four String Vanilla Porter",2428,0.06,NA,"American Porter",12,"Four String Brewing Company","Columbus"," OH"
"645",645,106,"Suncaster Summer Wheat",2427,0.05,28,"American Pale Wheat Ale",12,"Four String Brewing Company","Columbus"," OH"
"646",646,106,"Brass Knuckle Pale Ale",2425,0.057,36,"American Pale Ale (APA)",12,"Four String Brewing Company","Columbus"," OH"
"647",647,106,"Big Star White IPA",2424,0.07,70,"American White IPA",12,"Four String Brewing Company","Columbus"," OH"
"648",648,107,"Clean Shave IPA",2426,0.067,70,"American IPA",12,"Glabrous Brewing Company","Pineland"," ME"
"649",649,108,"Firestarter India Pale Ale",2422,0.066,72,"American IPA",12,"Bonfire Brewing Company","Eagle"," CO"
"650",650,108,"Kilt Dropper Scotch Ale",1727,0.075,22,"Scotch Ale / Wee Heavy",16,"Bonfire Brewing Company","Eagle"," CO"
"651",651,108,"Wood Splitter Pilsner",1614,0.048,30,"Czech Pilsener",16,"Bonfire Brewing Company","Eagle"," CO"
"652",652,108,"Gyptoberfest",1613,0.056,26,"Märzen / Oktoberfest",12,"Bonfire Brewing Company","Eagle"," CO"
"653",653,108,"Farmer Wirtz India Pale Ale",1549,0.07,94,"English India Pale Ale (IPA)",16,"Bonfire Brewing Company","Eagle"," CO"
"654",654,108,"Slow & Steady Golden Ale",1548,0.047,NA,"American Blonde Ale",12,"Bonfire Brewing Company","Eagle"," CO"
"655",655,108,"Pink-I Raspberry IPA",1517,0.068,NA,"American IPA",16,"Bonfire Brewing Company","Eagle"," CO"
"656",656,108,"Moe's Original Bar B Que 'Bama Brew Golden Ale",1500,0.047,NA,"American Blonde Ale",12,"Bonfire Brewing Company","Eagle"," CO"
"657",657,108,"Live Local Golden Ale",1421,0.047,NA,"American Blonde Ale",12,"Bonfire Brewing Company","Eagle"," CO"
"658",658,108,"Screaming Eagle Special Ale ESB",1360,0.048,38,"Extra Special / Strong Bitter (ESB)",12,"Bonfire Brewing Company","Eagle"," CO"
"659",659,108,"Dirtbag Dunkel",1184,0.049,NA,"Munich Dunkel Lager",16,"Bonfire Brewing Company","Eagle"," CO"
"660",660,108,"Kindler Pale Ale",1183,0.053,45,"American Pale Ale (APA)",12,"Bonfire Brewing Company","Eagle"," CO"
"661",661,108,"Mistress Winter Wheat",1023,0.064,NA,"Winter Warmer",12,"Bonfire Brewing Company","Eagle"," CO"
"662",662,108,"Tent Pole Vanilla Porter",998,0.061,NA,"American Porter",16,"Bonfire Brewing Company","Eagle"," CO"
"663",663,108,"Awry Rye Pale Ale",997,0.058,NA,"American Pale Ale (APA)",12,"Bonfire Brewing Company","Eagle"," CO"
"664",664,108,"Demshitz Brown Ale",996,0.058,NA,"American Brown Ale",12,"Bonfire Brewing Company","Eagle"," CO"
"665",665,108,"Wood Splitter Pilsner (2012)",931,0.048,NA,"Czech Pilsener",12,"Bonfire Brewing Company","Eagle"," CO"
"666",666,108,"Brush Creek Blonde",798,0.048,NA,"American Blonde Ale",16,"Bonfire Brewing Company","Eagle"," CO"
"667",667,108,"Firestarter India Pale Ale",633,0.066,72,"American IPA",16,"Bonfire Brewing Company","Eagle"," CO"
"668",668,109,"Watermelon Ale",2421,0.051,11,"Fruit / Vegetable Beer",12,"Thomas Hooker Brewing Company","Bloomfield"," CT"
"669",669,110,"4000 Footer IPA",2417,0.065,82,"American IPA",12,"Woodstock Inn, Station & Brewery","North Woodstock"," NH"
"670",670,110,"Summer Brew",2306,0.028,15,"American Pilsner",12,"Woodstock Inn, Station & Brewery","North Woodstock"," NH"
"671",671,111,"Consilium",2414,0.05,40,"American Pale Ale (APA)",12,"Renegade Brewing Company","Denver"," CO"
"672",672,111,"Hammer & Sickle",1581,0.09,60,"Russian Imperial Stout",12,"Renegade Brewing Company","Denver"," CO"
"673",673,111,"Redacted Rye IPA",1176,0.07,100,"American IPA",16,"Renegade Brewing Company","Denver"," CO"
"674",674,111,"Elevation Triple India Pale Ale",1006,0.099,100,"American Double / Imperial IPA",12,"Renegade Brewing Company","Denver"," CO"
"675",675,111,"5:00 O'Clock Afternoon Ale",1005,0.05,25,"American Blonde Ale",16,"Renegade Brewing Company","Denver"," CO"
"676",676,111,"Ryeteous Rye IPA (2012)",636,0.07,100,"American IPA",16,"Renegade Brewing Company","Denver"," CO"
"677",677,112,"Cali Creamin'",2413,0.052,21,"Cream Ale",12,"Mother Earth Brew Company","Vista"," CA"
"678",678,113,"Deception",2412,0.045,16,"American Blonde Ale",12,"Black Market Brewing Company","Temecula"," CA"
"679",679,113,"Blackmarket Rye IPA",1898,0.075,35,"American IPA",12,"Black Market Brewing Company","Temecula"," CA"
"680",680,113,"Black Market Hefeweizen",1897,0.05,8,"Hefeweizen",12,"Black Market Brewing Company","Temecula"," CA"
"681",681,113,"Aftermath Pale Ale",1896,0.058,44,"American Pale Ale (APA)",12,"Black Market Brewing Company","Temecula"," CA"
"682",682,114,"Nitro Can Coffee Stout",2411,0.052,NA,"American Stout",12,"Vault Brewing Company","Yardley"," PA"
"683",683,115,"Welcome to Scoville",2408,0.069,NA,"American IPA",12,"Jailbreak Brewing Company","Laurel"," MD"
"684",684,116,"Rule G IPA",2407,0.07,88,"American IPA",12,"Smartmouth Brewing Company","Norfolk"," VA"
"685",685,116,"Murphy's Law",2406,0.058,35,"American Amber / Red Ale",12,"Smartmouth Brewing Company","Norfolk"," VA"
"686",686,116,"Alter Ego ",2405,0.062,33,"Saison / Farmhouse Ale",12,"Smartmouth Brewing Company","Norfolk"," VA"
"687",687,117,"Hop in the ‘Pool Helles",2404,0.049,22,"American Pilsner",12,"Base Camp Brewing Co.","Portland"," OR"
"688",688,117,"Ultra Gnar Gnar IPA",2323,0.067,60,"American IPA",12,"Base Camp Brewing Co.","Portland"," OR"
"689",689,117,"In-Tents India Pale Lager",2189,0.068,62,"American Pale Lager",12,"Base Camp Brewing Co.","Portland"," OR"
"690",690,117,"Lost Meridian Wit",2188,0.05,20,"Witbier",12,"Base Camp Brewing Co.","Portland"," OR"
"691",691,117,"Celestial Meridian Cascadian Dark Lager",2187,0.051,45,"Euro Dark Lager",12,"Base Camp Brewing Co.","Portland"," OR"
"692",692,118,"P-Town Pilsner",2403,0.04,20,"American Pilsner",12,"Alameda Brewing","Portland"," OR"
"693",693,118,"Klickitat Pale Ale",2402,0.053,36,"American Pale Ale (APA)",12,"Alameda Brewing","Portland"," OR"
"694",694,118,"Yellow Wolf Imperial IPA",2401,0.082,103,"American Double / Imperial IPA",12,"Alameda Brewing","Portland"," OR"
"695",695,119,"Pine Belt Pale Ale",2387,0.065,45,"American Pale Ale (APA)",12,"Southern Star Brewing Company","Conroe"," TX"
"696",696,119,"Walloon",2267,0.055,NA,"Saison / Farmhouse Ale",12,"Southern Star Brewing Company","Conroe"," TX"
"697",697,119,"Le Mort Vivant",1740,0.069,23,"Bière de Garde",12,"Southern Star Brewing Company","Conroe"," TX"
"698",698,119,"Red Cockaded Ale",1728,0.085,110,"American Double / Imperial IPA",12,"Southern Star Brewing Company","Conroe"," TX"
"699",699,119,"Valkyrie Double IPA",1497,0.092,100,"American Double / Imperial IPA",12,"Southern Star Brewing Company","Conroe"," TX"
"700",700,119,"Red Cockaded Ale (2013)",1011,0.085,110,"American Double / Imperial IPA",12,"Southern Star Brewing Company","Conroe"," TX"
"701",701,119,"Old Potentate",1010,0.072,40,"Old Ale",12,"Southern Star Brewing Company","Conroe"," TX"
"702",702,119,"Bombshell Blonde",856,0.05,20,"American Blonde Ale",16,"Southern Star Brewing Company","Conroe"," TX"
"703",703,119,"PRO-AM (2012) (2012)",853,0.099,100,"American Double / Imperial IPA",12,"Southern Star Brewing Company","Conroe"," TX"
"704",704,119,"Walloon (2014)",691,0.055,NA,"Saison / Farmhouse Ale",12,"Southern Star Brewing Company","Conroe"," TX"
"705",705,119,"Le Mort Vivant (2011)",555,0.069,23,"Bière de Garde",12,"Southern Star Brewing Company","Conroe"," TX"
"706",706,119,"Buried Hatchet Stout",46,0.083,50,"Foreign / Export Stout",12,"Southern Star Brewing Company","Conroe"," TX"
"707",707,119,"Pine Belt Pale Ale",45,0.065,45,"American Pale Ale (APA)",16,"Southern Star Brewing Company","Conroe"," TX"
"708",708,119,"Bombshell Blonde",44,0.05,20,"American Blonde Ale",12,"Southern Star Brewing Company","Conroe"," TX"
"709",709,120,"Third Eye Enlightened Pale Ale",2386,0.065,65,"American Pale Ale (APA)",12,"Steamworks Brewing Company","Durango"," CO"
"710",710,120,"Colorado Kölsch",92,0.049,17,"Kölsch",12,"Steamworks Brewing Company","Durango"," CO"
"711",711,120,"Steam Engine Lager",91,0.057,25,"American Amber / Red Lager",12,"Steamworks Brewing Company","Durango"," CO"
"712",712,120,"Third Eye Pale Ale",90,0.065,65,"American IPA",12,"Steamworks Brewing Company","Durango"," CO"
"713",713,121,"Watermelon Wheat",2385,0.056,NA,"American Pale Wheat Ale",12,"Horny Goat Brew Pub","Milwaukee"," WI"
"714",714,121,"Laka Laka Pineapple",2384,0.051,17,"Hefeweizen",12,"Horny Goat Brew Pub","Milwaukee"," WI"
"715",715,121,"Oktoberfest",2383,0.06,NA,"Märzen / Oktoberfest",16,"Horny Goat Brew Pub","Milwaukee"," WI"
"716",716,122,"IPA #11",2380,0.057,58,"American IPA",16,"Cheboygan Brewing Company","Cheboygan"," MI"
"717",717,122,"Blood Orange Honey",2379,0.057,10,"Fruit / Vegetable Beer",16,"Cheboygan Brewing Company","Cheboygan"," MI"
"718",718,122,"Lighthouse Amber",2354,0.052,NA,"Altbier",16,"Cheboygan Brewing Company","Cheboygan"," MI"
"719",719,123,"Main St. Virginia Ale",2377,0.05,40,"Altbier",12,"Center of the Universe Brewing C...","Ashland"," VA"
"720",720,123,"Chin Music Amber Lager",1839,0.045,24,"American Amber / Red Lager",12,"Center of the Universe Brewing C...","Ashland"," VA"
"721",721,123,"Main St. Virginia Ale",1248,0.05,40,"Altbier",12,"Center of the Universe Brewing C...","Ashland"," VA"
"722",722,123,"Ray Ray’s Pale Ale",1247,0.052,42,"American Pale Ale (APA)",12,"Center of the Universe Brewing C...","Ashland"," VA"
"723",723,124,"Summer Ale",2376,0.049,NA,"American Blonde Ale",12,"Ipswich Ale Brewery","Ipswich"," MA"
"724",724,125,"Mr. Blue Sky",2375,0.045,6,"American Pale Wheat Ale",16,"Griffin Claw Brewing Company","Birmingham"," MI"
"725",725,125,"3 Scrooges",2143,0.065,NA,"Winter Warmer",16,"Griffin Claw Brewing Company","Birmingham"," MI"
"726",726,125,"Screamin’ Pumpkin",2142,0.05,25,"Pumpkin Ale",16,"Griffin Claw Brewing Company","Birmingham"," MI"
"727",727,125,"Grand Trunk Bohemian Pils",2141,0.05,35,"Czech Pilsener",16,"Griffin Claw Brewing Company","Birmingham"," MI"
"728",728,125,"El Rojo",2140,0.065,25,"American Amber / Red Ale",16,"Griffin Claw Brewing Company","Birmingham"," MI"
"729",729,125,"Norm's Raggedy Ass IPA",2139,0.075,NA,"American IPA",16,"Griffin Claw Brewing Company","Birmingham"," MI"
"730",730,125,"Grind Line",2138,0.05,35,"American Pale Ale (APA)",16,"Griffin Claw Brewing Company","Birmingham"," MI"
"731",731,125,"Norm's Gateway IPA",2007,0.04,55,"American IPA",12,"Griffin Claw Brewing Company","Birmingham"," MI"
"732",732,125,"Lemon Shandy Tripel",1570,0.09,NA,"Tripel",16,"Griffin Claw Brewing Company","Birmingham"," MI"
"733",733,126,"Weisse Versa (2012)",2374,0.052,16,"Hefeweizen",12,"Karbach Brewing Company","Houston"," TX"
"734",734,126,"Mother in Lager",1560,0.058,25,"Munich Dunkel Lager",12,"Karbach Brewing Company","Houston"," TX"
"735",735,126,"Weekend Warrior Pale Ale",1557,0.055,40,"American Pale Ale (APA)",12,"Karbach Brewing Company","Houston"," TX"
"736",736,126,"Karbachtoberfest",1458,0.055,25,"Märzen / Oktoberfest",12,"Karbach Brewing Company","Houston"," TX"
"737",737,126,"Love Street Summer Seasonal (2014)",1235,0.047,20,"Kölsch",12,"Karbach Brewing Company","Houston"," TX"
"738",738,126,"Barn Burner Saison",1068,0.066,20,"Saison / Farmhouse Ale",12,"Karbach Brewing Company","Houston"," TX"
"739",739,126,"Rodeo Clown Double IPA",666,0.095,85,"American Double / Imperial IPA",12,"Karbach Brewing Company","Houston"," TX"
"740",740,126,"Sympathy for the Lager",465,0.049,45,"American Amber / Red Lager",12,"Karbach Brewing Company","Houston"," TX"
"741",741,126,"Weisse Versa",464,0.052,15,"Hefeweizen",12,"Karbach Brewing Company","Houston"," TX"
"742",742,126,"Hopadillo India Pale Ale",463,0.066,70,"American IPA",12,"Karbach Brewing Company","Houston"," TX"
"743",743,127,"The Green Room",2372,0.06,75,"American IPA",16,"Uncle Billy's Brewery and Smokeh...","Austin"," TX"
"744",744,127,"Humbucker Helles",2367,0.047,25,"Maibock / Helles Bock",16,"Uncle Billy's Brewery and Smokeh...","Austin"," TX"
"745",745,128,"Neato Bandito",2371,0.06,NA,"Euro Pale Lager",12,"Deep Ellum Brewing Company","Dallas"," TX"
"746",746,128,"Oak Cliff Coffee Ale",2251,0.075,33,"American Brown Ale",12,"Deep Ellum Brewing Company","Dallas"," TX"
"747",747,128,"Dream Crusher Double IPA",2166,0.085,100,"American Double / Imperial IPA",12,"Deep Ellum Brewing Company","Dallas"," TX"
"748",748,128,"Deep Ellum Pale Ale",1827,0.06,NA,"American Pale Ale (APA)",12,"Deep Ellum Brewing Company","Dallas"," TX"
"749",749,128,"Double Brown Stout",1203,0.07,NA,"Baltic Porter",12,"Deep Ellum Brewing Company","Dallas"," TX"
"750",750,128,"Farmhouse Wit",1202,0.048,25,"Saison / Farmhouse Ale",16,"Deep Ellum Brewing Company","Dallas"," TX"
"751",751,128,"Rye Pils Session Lager",1161,0.046,NA,"German Pilsener",12,"Deep Ellum Brewing Company","Dallas"," TX"
"752",752,128,"Dallas Blonde",946,0.052,23,"American Blonde Ale",12,"Deep Ellum Brewing Company","Dallas"," TX"
"753",753,128,"Deep Ellum IPA",943,0.07,70,"American IPA",12,"Deep Ellum Brewing Company","Dallas"," TX"
"754",754,129,"18th Anniversary Gose",2370,0.044,5,"Gose",12,"Real Ale Brewing Company","Blanco"," TX"
"755",755,129,"White (2015)",2211,0.046,25,"Witbier",12,"Real Ale Brewing Company","Blanco"," TX"
"756",756,129,"BLAKKR",1861,0.099,85,"American Black Ale",12,"Real Ale Brewing Company","Blanco"," TX"
"757",757,129,"Firemans #4 Blonde Ale (2013)",1718,0.051,21,"American Blonde Ale",12,"Real Ale Brewing Company","Blanco"," TX"
"758",758,129,"The Sword Iron Swan Ale",1290,0.059,NA,"English Pale Ale",12,"Real Ale Brewing Company","Blanco"," TX"
"759",759,129,"Hans' Pils (2015)",1091,0.053,52,"German Pilsener",12,"Real Ale Brewing Company","Blanco"," TX"
"760",760,129,"Four Squared (2015)",1086,0.06,50,"American Blonde Ale",12,"Real Ale Brewing Company","Blanco"," TX"
